calDate,connectionStream,totDailyGrossRevenue
2020-09-16,1.amazon_seller,0.0
2020-09-16,1.woocommerce,239.21999999999997
2020-09-17,1.amazon_seller,0.0
2020-09-17,1.woocommerce,245.73
2020-09-18,1.amazon_seller,0.0
2020-09-18,1.woocommerce,257.15
2020-09-19,1.amazon_seller,0.0
2020-09-19,1.woocommerce,60.81
2020-09-20,1.amazon_seller,24.99
2020-09-20,1.woocommerce,0.0
2020-09-21,1.woocommerce,787.91
2020-09-21,1.amazon_seller,0.0
2020-09-22,1.woocommerce,307.26
2020-09-22,1.amazon_seller,0.0
2020-09-23,1.woocommerce,158.74
2020-09-23,1.amazon_seller,16.14
2020-09-24,1.amazon_seller,0.0
2020-09-24,1.woocommerce,297.59000000000003
2020-09-25,1.amazon_seller,0.0
2020-09-25,1.woocommerce,247.82
2020-09-26,1.amazon_seller,17.29
2020-09-26,1.woocommerce,77.57
2020-09-27,1.amazon_seller,44.6
2020-09-27,1.woocommerce,165.48
2020-09-28,1.amazon_seller,0.0
2020-09-28,1.woocommerce,186.16
2020-09-29,1.amazon_seller,0.0
2020-09-29,1.woocommerce,306.77
2020-09-30,1.amazon_seller,0.0
2020-09-30,1.woocommerce,150.32999999999998
2020-10-01,1.amazon_seller,0.0
2020-10-01,1.woocommerce,458.27
2020-10-02,1.amazon_seller,0.0
2020-10-02,1.woocommerce,521.37
2020-10-03,1.amazon_seller,0.0
2020-10-03,1.woocommerce,0.0
2020-10-04,1.amazon_seller,0.0
2020-10-04,1.woocommerce,83.42
2020-10-05,1.amazon_seller,25.98
2020-10-05,1.woocommerce,58.989999999999995
2020-10-06,1.amazon_seller,0.0
2020-10-06,1.woocommerce,192.02999999999997
2020-10-07,1.amazon_seller,0.0
2020-10-07,1.woocommerce,0.0
2020-10-08,1.amazon_seller,0.0
2020-10-08,1.woocommerce,145.13
2020-10-09,1.amazon_seller,0.0
2020-10-09,1.woocommerce,437.09000000000003
2020-10-10,1.amazon_seller,0.0
2020-10-10,1.woocommerce,0.0
2020-10-11,1.amazon_seller,17.99
2020-10-11,1.woocommerce,0.0
2020-10-12,1.amazon_seller,0.0
2020-10-12,1.woocommerce,310.48
2020-10-13,1.amazon_seller,15.89
2020-10-13,1.woocommerce,126.4
2020-10-14,1.amazon_seller,17.49
2020-10-14,1.woocommerce,131.89000000000001
2020-10-15,1.amazon_seller,0.0
2020-10-15,1.woocommerce,135.8
2020-10-16,1.amazon_seller,0.0
2020-10-16,1.woocommerce,54.31
2020-10-17,1.amazon_seller,0.0
2020-10-17,1.woocommerce,95.259999999999991
2020-10-18,1.amazon_seller,0.0
2020-10-18,1.woocommerce,50.37
2020-10-19,1.amazon_seller,0.0
2020-10-19,1.woocommerce,121.49000000000001
2020-10-20,1.amazon_seller,16.01
2020-10-20,1.woocommerce,194.79
2020-10-21,1.amazon_seller,0.0
2020-10-21,1.woocommerce,231.75
2020-10-22,1.amazon_seller,0.0
2020-10-22,1.woocommerce,150.26999999999998
2020-10-23,1.amazon_seller,15.49
2020-10-23,1.woocommerce,101.41
2020-10-24,1.amazon_seller,0.0
2020-10-24,1.woocommerce,0.0
2020-10-25,1.amazon_seller,0.0
2020-10-25,1.woocommerce,0.0
2020-10-26,1.amazon_seller,0.0
2020-10-26,1.woocommerce,136.16
2020-10-27,1.amazon_seller,0.0
2020-10-27,1.woocommerce,190.52999999999997
2020-10-28,1.amazon_seller,0.0
2020-10-28,1.woocommerce,161.63
2020-10-29,1.amazon_seller,0.0
2020-10-29,1.woocommerce,236.01
2020-10-30,1.amazon_seller,0.0
2020-10-30,1.woocommerce,43.17
2020-10-31,1.amazon_seller,36.78
2020-10-31,1.woocommerce,62.41
2020-11-01,1.woocommerce,79.960000000000008
2020-11-01,1.amazon_seller,16.99
2020-11-02,1.woocommerce,113.16
2020-11-02,1.amazon_seller,16.49
2020-11-03,1.woocommerce,102.80000000000001
2020-11-03,1.amazon_seller,0.0
2020-11-04,1.woocommerce,213.95999999999998
2020-11-04,1.amazon_seller,0.0
2020-11-05,1.woocommerce,191.29
2020-11-05,1.amazon_seller,0.0
2020-11-06,1.woocommerce,246.53
2020-11-06,1.amazon_seller,18.69
2020-11-07,1.woocommerce,97.54
2020-11-07,1.amazon_seller,0.0
2020-11-08,1.woocommerce,52.27
2020-11-08,1.amazon_seller,0.0
2020-11-09,1.woocommerce,631.84
2020-11-09,1.amazon_seller,0.0
2020-11-10,1.woocommerce,23.88
2020-11-10,1.amazon_seller,0.0
2020-11-11,1.woocommerce,229.53
2020-11-11,1.amazon_seller,0.0
2020-11-12,1.woocommerce,234.81
2020-11-12,1.amazon_seller,16.99
2020-11-13,1.woocommerce,7.48
2020-11-13,1.amazon_seller,0.0
2020-11-14,1.woocommerce,52.900000000000006
2020-11-14,1.amazon_seller,0.0
2020-11-15,1.woocommerce,5.5
2020-11-15,1.amazon_seller,0.0
2020-11-16,1.woocommerce,67.92
2020-11-16,1.amazon_seller,0.0
2020-11-17,1.amazon_seller,0.0
2020-11-17,1.woocommerce,168.94
2020-11-18,1.woocommerce,230.32
2020-11-18,1.amazon_seller,26.98
2020-11-19,1.woocommerce,232.04
2020-11-19,1.amazon_seller,0.0
2020-11-20,1.amazon_seller,0.0
2020-11-20,1.woocommerce,232.68
2020-11-21,1.amazon_seller,0.0
2020-11-21,1.woocommerce,57.82
2020-11-22,1.amazon_seller,0.0
2020-11-22,1.woocommerce,131.28
2020-11-23,1.amazon_seller,38.99
2020-11-23,1.woocommerce,123.35
2020-11-24,1.amazon_seller,0.0
2020-11-24,1.woocommerce,488.1
2020-11-25,1.amazon_seller,0.0
2020-11-25,1.woocommerce,56.93
2020-11-26,1.amazon_seller,0.0
2020-11-26,1.woocommerce,159.69
2020-11-27,1.amazon_seller,87.740000000000009
2020-11-27,1.woocommerce,147.72
2020-11-28,1.amazon_seller,61.92
2020-11-28,1.woocommerce,211.41
2020-11-29,1.woocommerce,165.63
2020-11-29,1.amazon_seller,0.0
2020-11-30,1.amazon_seller,0.0
2020-11-30,1.woocommerce,1173.06
2020-12-01,1.amazon_seller,0.0
2020-12-01,1.woocommerce,155.63
2020-12-02,1.amazon_seller,0.0
2020-12-02,1.woocommerce,66.77
2020-12-03,1.amazon_seller,0.0
2020-12-03,1.woocommerce,251.87
2020-12-04,1.amazon_seller,0.0
2020-12-04,1.woocommerce,0.0
2020-12-05,1.amazon_seller,0.0
2020-12-05,1.woocommerce,94.34
2020-12-06,1.amazon_seller,0.0
2020-12-06,1.woocommerce,0.0
2020-12-07,1.amazon_seller,0.0
2020-12-07,1.woocommerce,385.64
2020-12-08,1.amazon_seller,0.0
2020-12-08,1.woocommerce,0.0
2020-12-09,1.amazon_seller,0.0
2020-12-09,1.woocommerce,152.20999999999998
2020-12-10,1.amazon_seller,111.12
2020-12-10,1.woocommerce,50.67
2020-12-11,1.amazon_seller,0.0
2020-12-11,1.woocommerce,119.88
2020-12-12,1.amazon_seller,20.98
2020-12-12,1.woocommerce,151.07999999999998
2020-12-13,1.amazon_seller,0.0
2020-12-13,1.woocommerce,136.70000000000002
2020-12-14,1.amazon_seller,0.0
2020-12-14,1.woocommerce,268.53
2020-12-15,1.amazon_seller,0.0
2020-12-15,1.woocommerce,72.27
2020-12-16,1.amazon_seller,16.29
2020-12-16,1.woocommerce,171.81
2020-12-17,1.amazon_seller,18.06
2020-12-17,1.woocommerce,234.82
2020-12-18,1.amazon_seller,0.0
2020-12-18,1.woocommerce,351.05
2020-12-19,1.amazon_seller,0.0
2020-12-19,1.woocommerce,130.59
2020-12-20,1.amazon_seller,0.0
2020-12-20,1.woocommerce,339.75
2020-12-21,1.amazon_seller,0.0
2020-12-21,1.woocommerce,329.08000000000004
2020-12-22,1.amazon_seller,0.0
2020-12-22,1.woocommerce,219.68
2020-12-23,1.amazon_seller,42.66
2020-12-23,1.woocommerce,0.0
2020-12-24,1.amazon_seller,0.0
2020-12-24,1.woocommerce,114.88
2020-12-25,1.amazon_seller,20.99
2020-12-25,1.woocommerce,0.0
2020-12-26,1.amazon_seller,0.0
2020-12-26,1.woocommerce,0.0
2020-12-27,1.amazon_seller,0.0
2020-12-27,1.woocommerce,63.96
2020-12-28,1.amazon_seller,0.0
2020-12-28,1.woocommerce,54.23
2020-12-29,1.amazon_seller,0.0
2020-12-29,1.woocommerce,62.99
2020-12-30,1.amazon_seller,0.0
2020-12-30,1.woocommerce,103.57
2020-12-31,1.amazon_seller,0.0
2020-12-31,1.woocommerce,84.1
2021-01-01,1.amazon_seller,0.0
2021-01-01,1.woocommerce,0.0
2021-01-02,1.amazon_seller,0.0
2021-01-02,1.woocommerce,126.5
2021-01-03,1.amazon_seller,17.49
2021-01-03,1.woocommerce,156.01
2021-01-04,1.amazon_seller,0.0
2021-01-04,1.woocommerce,275.46999999999997
2021-01-05,1.amazon_seller,0.0
2021-01-05,1.woocommerce,201.25
2021-01-06,1.amazon_seller,0.0
2021-01-06,1.woocommerce,341.11
2021-01-07,1.amazon_seller,88.96
2021-01-07,1.woocommerce,234.67000000000002
2021-01-08,1.amazon_seller,0.0
2021-01-08,1.woocommerce,581.87
2021-01-09,1.amazon_seller,57.769999999999996
2021-01-09,1.woocommerce,185.57999999999998
2021-01-10,1.amazon_seller,0.0
2021-01-10,1.woocommerce,0.0
2021-01-11,1.amazon_seller,0.0
2021-01-11,1.woocommerce,266.73
2021-01-12,1.amazon_seller,0.0
2021-01-12,1.woocommerce,152.16
2021-01-13,1.amazon_seller,0.0
2021-01-13,1.woocommerce,85.31
2021-01-14,1.amazon_seller,0.0
2021-01-14,1.woocommerce,102.64
2021-01-15,1.amazon_seller,0.0
2021-01-15,1.woocommerce,334.07
2021-01-16,1.amazon_seller,0.0
2021-01-16,1.woocommerce,0.0
2021-01-17,1.amazon_seller,0.0
2021-01-17,1.woocommerce,169.20999999999998
2021-01-18,1.amazon_seller,0.0
2021-01-18,1.woocommerce,266.04
2021-01-19,1.amazon_seller,0.0
2021-01-19,1.woocommerce,85.61
2021-01-20,1.amazon_seller,0.0
2021-01-20,1.woocommerce,233.24999999999997
2021-01-21,1.amazon_seller,0.0
2021-01-21,1.woocommerce,203.15
2021-01-22,1.amazon_seller,0.0
2021-01-22,1.woocommerce,122.26
2021-01-23,1.amazon_seller,0.0
2021-01-23,1.woocommerce,0.0
2021-01-24,1.amazon_seller,0.0
2021-01-24,1.woocommerce,172.69
2021-01-25,1.amazon_seller,0.0
2021-01-25,1.woocommerce,204.3
2021-01-26,1.amazon_seller,0.0
2021-01-26,1.woocommerce,238.35000000000002
2021-01-27,1.amazon_seller,0.0
2021-01-27,1.woocommerce,531.65
2021-01-28,1.amazon_seller,0.0
2021-01-28,1.woocommerce,21.42
2021-01-29,1.amazon_seller,0.0
2021-01-29,1.woocommerce,0.0
2021-01-30,1.amazon_seller,0.0
2021-01-30,1.woocommerce,0.0
2021-01-31,1.amazon_seller,0.0
2021-01-31,1.woocommerce,131.11
2021-02-01,1.amazon_seller,0.0
2021-02-01,1.woocommerce,481.03
2021-02-02,1.amazon_seller,0.0
2021-02-02,1.woocommerce,226.2
2021-02-03,1.amazon_seller,29.78
2021-02-03,1.woocommerce,53.97
2021-02-04,1.amazon_seller,0.0
2021-02-04,1.woocommerce,61.88
2021-02-05,1.amazon_seller,0.0
2021-02-05,1.woocommerce,141.89
2021-02-06,1.amazon_seller,0.0
2021-02-06,1.woocommerce,241.26
2021-02-07,1.amazon_seller,17.39
2021-02-07,1.woocommerce,88.18
2021-02-08,1.amazon_seller,0.0
2021-02-08,1.woocommerce,339.62
2021-02-09,1.amazon_seller,0.0
2021-02-09,1.woocommerce,0.0
2021-02-10,1.woocommerce,113.18
2021-02-10,1.amazon_seller,0.0
2021-02-11,1.woocommerce,109.46
2021-02-11,1.amazon_seller,0.0
2021-02-12,1.woocommerce,111.02000000000001
2021-02-12,1.amazon_seller,0.0
2021-02-13,1.woocommerce,303.27
2021-02-13,1.amazon_seller,17.99
2021-02-14,1.amazon_seller,0.0
2021-02-14,1.woocommerce,133.76
2021-02-15,1.amazon_seller,0.0
2021-02-15,1.woocommerce,1364.0
2021-02-16,1.amazon_seller,0.0
2021-02-16,1.woocommerce,134.87
2021-02-17,1.woocommerce,417.04
2021-02-17,1.amazon_seller,0.0
2021-02-18,1.woocommerce,49.870000000000005
2021-02-18,1.amazon_seller,0.0
2021-02-19,1.woocommerce,0.0
2021-02-19,1.amazon_seller,0.0
2021-02-20,1.amazon_seller,0.0
2021-02-20,1.woocommerce,0.0
2021-02-21,1.woocommerce,49.47
2021-02-21,1.amazon_seller,0.0
2021-02-22,1.woocommerce,429.84999999999997
2021-02-22,1.amazon_seller,17.99
2021-02-23,1.woocommerce,376.84999999999997
2021-02-23,1.amazon_seller,20.99
2021-02-24,1.woocommerce,35.18
2021-02-24,1.amazon_seller,0.0
2021-02-25,1.woocommerce,298.8
2021-02-25,1.amazon_seller,0.0
2021-02-26,1.woocommerce,92.91
2021-02-26,1.amazon_seller,0.0
2021-02-27,1.amazon_seller,0.0
2021-02-27,1.woocommerce,0.0
2021-02-28,1.amazon_seller,0.0
2021-02-28,1.woocommerce,0.0
2021-03-01,1.amazon_seller,17.99
2021-03-01,1.woocommerce,77.6
2021-03-02,1.amazon_seller,0.0
2021-03-02,1.woocommerce,75.36
2021-03-03,1.amazon_seller,0.0
2021-03-03,1.woocommerce,64.86
2021-03-04,1.amazon_seller,0.0
2021-03-04,1.woocommerce,50.49
2021-03-05,1.amazon_seller,0.0
2021-03-05,1.woocommerce,108.4
2021-03-06,1.amazon_seller,0.0
2021-03-06,1.woocommerce,177.82999999999998
2021-03-07,1.amazon_seller,0.0
2021-03-07,1.woocommerce,0.0
2021-03-08,1.amazon_seller,0.0
2021-03-08,1.woocommerce,440.20000000000005
2021-03-09,1.amazon_seller,0.0
2021-03-09,1.woocommerce,68.78
2021-03-10,1.amazon_seller,0.0
2021-03-10,1.woocommerce,124.87
2021-03-11,1.amazon_seller,0.0
2021-03-11,1.woocommerce,312.0
2021-03-12,1.amazon_seller,25.49
2021-03-12,1.woocommerce,234.14
2021-03-13,1.amazon_seller,0.0
2021-03-13,1.woocommerce,81.36
2021-03-14,1.amazon_seller,0.0
2021-03-14,1.woocommerce,52.17
2021-03-15,1.amazon_seller,0.0
2021-03-15,1.woocommerce,173.3
2021-03-16,1.amazon_seller,0.0
2021-03-16,1.woocommerce,105.35
2021-03-17,1.amazon_seller,0.0
2021-03-17,1.woocommerce,131.96
2021-03-18,1.amazon_seller,14.15
2021-03-18,1.woocommerce,241.29
2021-03-19,1.amazon_seller,0.0
2021-03-19,1.woocommerce,149.82999999999998
2021-03-20,1.amazon_seller,19.54
2021-03-20,1.woocommerce,111.75999999999999
2021-03-21,1.amazon_seller,0.0
2021-03-21,1.woocommerce,324.19
2021-03-22,1.amazon_seller,0.0
2021-03-22,1.woocommerce,243.85
2021-03-23,1.amazon_seller,0.0
2021-03-23,1.woocommerce,341.97
2021-03-24,1.amazon_seller,0.0
2021-03-24,1.woocommerce,62.56
2021-03-25,1.amazon_seller,0.0
2021-03-25,1.woocommerce,0.0
2021-03-26,1.amazon_seller,17.99
2021-03-26,1.woocommerce,313.49
2021-03-27,1.amazon_seller,0.0
2021-03-27,1.woocommerce,185.21
2021-03-28,1.amazon_seller,0.0
2021-03-28,1.woocommerce,131.76
2021-03-29,1.amazon_seller,0.0
2021-03-29,1.woocommerce,0.0
2021-03-30,1.amazon_seller,0.0
2021-03-30,1.woocommerce,57.18
2021-03-31,1.amazon_seller,24.49
2021-03-31,1.woocommerce,727.32
2021-04-01,1.amazon_seller,0.0
2021-04-01,1.woocommerce,57.77
2021-04-02,1.amazon_seller,0.0
2021-04-02,1.woocommerce,68.97
2021-04-03,1.amazon_seller,47.98
2021-04-03,1.woocommerce,129.73
2021-04-04,1.amazon_seller,15.92
2021-04-04,1.woocommerce,513.65
2021-04-05,1.amazon_seller,0.0
2021-04-05,1.woocommerce,0.0
2021-04-06,1.amazon_seller,0.0
2021-04-06,1.woocommerce,654.86999999999989
2021-04-07,1.amazon_seller,0.0
2021-04-07,1.woocommerce,652.87000000000012
2021-04-08,1.amazon_seller,15.49
2021-04-08,1.woocommerce,247.26999999999998
2021-04-09,1.amazon_seller,44.03
2021-04-09,1.woocommerce,267.57
2021-04-10,1.amazon_seller,0.0
2021-04-10,1.woocommerce,5.5
2021-04-11,1.amazon_seller,0.0
2021-04-11,1.woocommerce,204.19
2021-04-12,1.amazon_seller,21.99
2021-04-12,1.woocommerce,151.24
2021-04-13,1.amazon_seller,0.0
2021-04-13,1.woocommerce,284.47
2021-04-14,1.amazon_seller,0.0
2021-04-14,1.woocommerce,404.38
2021-04-15,1.amazon_seller,0.0
2021-04-15,1.woocommerce,0.0
2021-04-16,1.amazon_seller,0.0
2021-04-16,1.woocommerce,295.43999999999994
2021-04-17,1.amazon_seller,0.0
2021-04-17,1.woocommerce,328.90000000000003
2021-04-18,1.amazon_seller,14.36
2021-04-18,1.woocommerce,0.0
2021-04-19,1.amazon_seller,43.48
2021-04-19,1.woocommerce,191.01999999999998
2021-04-20,1.amazon_seller,0.0
2021-04-20,1.woocommerce,71.36
2021-04-21,1.amazon_seller,0.0
2021-04-21,1.woocommerce,0.0
2021-04-22,1.amazon_seller,16.99
2021-04-22,1.woocommerce,79.96
2021-04-23,1.amazon_seller,0.0
2021-04-23,1.woocommerce,300.2
2021-04-24,1.amazon_seller,0.0
2021-04-24,1.woocommerce,68.08
2021-04-25,1.amazon_seller,0.0
2021-04-25,1.woocommerce,434.16999999999996
2021-04-26,1.amazon_seller,0.0
2021-04-26,1.woocommerce,573.55
2021-04-27,1.amazon_seller,0.0
2021-04-27,1.woocommerce,398.13
2021-04-28,1.amazon_seller,0.0
2021-04-28,1.woocommerce,146.19
2021-04-29,1.amazon_seller,0.0
2021-04-29,1.woocommerce,316.36
2021-04-30,1.amazon_seller,0.0
2021-04-30,1.woocommerce,409.89000000000004
2021-05-01,1.amazon_seller,0.0
2021-05-01,1.woocommerce,66.96
2021-05-02,1.amazon_seller,0.0
2021-05-02,1.woocommerce,91.3
2021-05-03,1.amazon_seller,0.0
2021-05-03,1.woocommerce,543.89
2021-05-04,1.amazon_seller,16.49
2021-05-04,1.woocommerce,125.98
2021-05-05,1.woocommerce,388.54
2021-05-05,1.amazon_seller,17.69
2021-05-06,1.amazon_seller,22.49
2021-05-06,1.woocommerce,221.8
2021-05-07,1.amazon_seller,0.0
2021-05-07,1.woocommerce,321.34
2021-05-08,1.amazon_seller,0.0
2021-05-08,1.woocommerce,0.0
2021-05-09,1.amazon_seller,0.0
2021-05-09,1.woocommerce,125.94
2021-05-10,1.amazon_seller,0.0
2021-05-10,1.woocommerce,23.34
2021-05-11,1.amazon_seller,0.0
2021-05-11,1.woocommerce,465.85
2021-05-12,1.amazon_seller,33.48
2021-05-12,1.woocommerce,328.89
2021-05-13,1.amazon_seller,0.0
2021-05-13,1.woocommerce,667.47
2021-05-14,1.amazon_seller,0.0
2021-05-14,1.woocommerce,101.66
2021-05-15,1.amazon_seller,29.86
2021-05-15,1.woocommerce,512.65
2021-05-16,1.amazon_seller,0.0
2021-05-16,1.woocommerce,120.14
2021-05-17,1.amazon_seller,17.99
2021-05-17,1.woocommerce,467.99
2021-05-18,1.amazon_seller,0.0
2021-05-18,1.woocommerce,442.92999999999995
2021-05-19,1.amazon_seller,0.0
2021-05-19,1.woocommerce,588.11999999999989
2021-05-20,1.amazon_seller,0.0
2021-05-20,1.woocommerce,0.0
2021-05-21,1.amazon_seller,0.0
2021-05-21,1.woocommerce,161.28
2021-05-22,1.amazon_seller,0.0
2021-05-22,1.woocommerce,0.0
2021-05-23,1.woocommerce,102.92
2021-05-23,1.amazon_seller,0.0
2021-05-24,1.woocommerce,292.89
2021-05-24,1.amazon_seller,0.0
2021-05-25,1.amazon_seller,42.28
2021-05-25,1.woocommerce,384.05999999999995
2021-05-26,1.woocommerce,136.43
2021-05-26,1.amazon_seller,0.0
2021-05-27,1.woocommerce,366.42
2021-05-27,1.amazon_seller,0.0
2021-05-28,1.woocommerce,636.75000000000011
2021-05-28,1.amazon_seller,0.0
2021-05-29,1.woocommerce,210.61
2021-05-29,1.amazon_seller,0.0
2021-05-30,1.woocommerce,52.98
2021-05-30,1.amazon_seller,0.0
2021-05-31,1.woocommerce,1028.63
2021-05-31,1.amazon_seller,0.0
2021-06-01,1.amazon_seller,0.0
2021-06-01,1.woocommerce,87.55
2021-06-02,1.amazon_seller,23.99
2021-06-02,1.woocommerce,167.56
2021-06-03,1.amazon_seller,0.0
2021-06-03,1.woocommerce,380.77000000000004
2021-06-04,1.amazon_seller,29.42
2021-06-04,1.woocommerce,98.96
2021-06-05,1.amazon_seller,0.0
2021-06-05,1.woocommerce,49.51
2021-06-06,1.amazon_seller,0.0
2021-06-06,1.woocommerce,235.55999999999997
2021-06-07,1.amazon_seller,0.0
2021-06-07,1.woocommerce,212.56
2021-06-08,1.amazon_seller,0.0
2021-06-08,1.woocommerce,234.76
2021-06-09,1.amazon_seller,0.0
2021-06-09,1.woocommerce,162.88
2021-06-10,1.amazon_seller,0.0
2021-06-10,1.woocommerce,0.0
2021-06-11,1.amazon_seller,42.66
2021-06-11,1.woocommerce,0.0
2021-06-12,1.amazon_seller,0.0
2021-06-12,1.woocommerce,225.73999999999998
2021-06-13,1.amazon_seller,0.0
2021-06-13,1.woocommerce,131.43
2021-06-14,1.amazon_seller,0.0
2021-06-14,1.woocommerce,659.96
2021-06-15,1.amazon_seller,0.0
2021-06-15,1.woocommerce,335.51
2021-06-16,1.amazon_seller,0.0
2021-06-16,1.woocommerce,522.27
2021-06-17,1.amazon_seller,0.0
2021-06-17,1.woocommerce,190.33
2021-06-18,1.amazon_seller,0.0
2021-06-18,1.woocommerce,357.96
2021-06-19,1.amazon_seller,0.0
2021-06-19,1.woocommerce,0.0
2021-06-20,1.amazon_seller,24.99
2021-06-20,1.woocommerce,0.0
2021-06-21,1.amazon_seller,0.0
2021-06-21,1.woocommerce,264.2
2021-06-22,1.amazon_seller,0.0
2021-06-22,1.woocommerce,423.61
2021-06-23,1.amazon_seller,0.0
2021-06-23,1.woocommerce,443.36
2021-06-24,1.amazon_seller,21.99
2021-06-24,1.woocommerce,436.65999999999991
2021-06-25,1.amazon_seller,0.0
2021-06-25,1.woocommerce,0.0
2021-06-26,1.amazon_seller,0.0
2021-06-26,1.woocommerce,142.28
2021-06-27,1.amazon_seller,0.0
2021-06-27,1.woocommerce,0.0
2021-06-28,1.amazon_seller,0.0
2021-06-28,1.woocommerce,427.46999999999997
2021-06-29,1.amazon_seller,0.0
2021-06-29,1.woocommerce,183.66
2021-06-30,1.amazon_seller,0.0
2021-06-30,1.woocommerce,188.3
2021-07-01,1.amazon_seller,0.0
2021-07-01,1.woocommerce,407.01
2021-07-02,1.amazon_seller,0.0
2021-07-02,1.woocommerce,135.64
2021-07-03,1.amazon_seller,45.57
2021-07-03,1.woocommerce,132.54
2021-07-04,1.amazon_seller,0.0
2021-07-04,1.woocommerce,0.0
2021-07-05,1.amazon_seller,0.0
2021-07-05,1.woocommerce,281.73999999999995
2021-07-06,1.amazon_seller,0.0
2021-07-06,1.woocommerce,403.77000000000004
2021-07-07,1.amazon_seller,87.97
2021-07-07,1.woocommerce,296.87
2021-07-08,1.amazon_seller,0.0
2021-07-08,1.woocommerce,81.9
2021-07-09,1.amazon_seller,0.0
2021-07-09,1.woocommerce,119.13
2021-07-10,1.amazon_seller,39.98
2021-07-10,1.woocommerce,57.18
2021-07-11,1.amazon_seller,0.0
2021-07-11,1.woocommerce,123.94
2021-07-12,1.amazon_seller,0.0
2021-07-12,1.woocommerce,523.13
2021-07-13,1.amazon_seller,0.0
2021-07-13,1.woocommerce,258.82
2021-07-14,1.amazon_seller,0.0
2021-07-14,1.woocommerce,347.28
2021-07-15,1.amazon_seller,0.0
2021-07-15,1.woocommerce,383.37
2021-07-16,1.amazon_seller,0.0
2021-07-16,1.woocommerce,91.87
2021-07-17,1.amazon_seller,0.0
2021-07-17,1.woocommerce,80.13
2021-07-18,1.amazon_seller,0.0
2021-07-18,1.woocommerce,251.1
2021-07-19,1.amazon_seller,0.0
2021-07-19,1.woocommerce,285.41
2021-07-20,1.amazon_seller,0.0
2021-07-20,1.woocommerce,97.14
2021-07-21,1.amazon_seller,0.0
2021-07-21,1.woocommerce,158.54
2021-07-22,1.amazon_seller,0.0
2021-07-22,1.woocommerce,644.75
2021-07-23,1.amazon_seller,0.0
2021-07-23,1.woocommerce,201.59999999999997
2021-07-24,1.amazon_seller,0.0
2021-07-24,1.woocommerce,0.0
2021-07-25,1.amazon_seller,22.99
2021-07-25,1.woocommerce,0.0
2021-07-26,1.amazon_seller,0.0
2021-07-26,1.woocommerce,77.36
2021-07-27,1.amazon_seller,22.99
2021-07-27,1.woocommerce,282.6
2021-07-28,1.amazon_seller,0.0
2021-07-28,1.woocommerce,80.66
2021-07-29,1.amazon_seller,0.0
2021-07-29,1.woocommerce,257.24
2021-07-30,1.amazon_seller,17.99
2021-07-30,1.woocommerce,352.64000000000004
2021-07-31,1.amazon_seller,0.0
2021-07-31,1.woocommerce,236.62
2021-08-01,1.amazon_seller,0.0
2021-08-01,1.woocommerce,14.39
2021-08-02,1.amazon_seller,0.0
2021-08-02,1.woocommerce,436.63
2021-08-03,1.amazon_seller,0.0
2021-08-03,1.woocommerce,279.09
2021-08-04,1.woocommerce,480.73999999999995
2021-08-04,1.amazon_seller,0.0
2021-08-05,1.woocommerce,439.81999999999994
2021-08-05,1.amazon_seller,0.0
2021-08-06,1.woocommerce,89.52
2021-08-06,1.amazon_seller,0.0
2021-08-07,1.amazon_seller,0.0
2021-08-07,1.woocommerce,250.26
2021-08-08,1.amazon_seller,0.0
2021-08-08,1.woocommerce,41.66
2021-08-09,1.amazon_seller,0.0
2021-08-09,1.woocommerce,1398.67
2021-08-10,1.amazon_seller,0.0
2021-08-10,1.woocommerce,178.57
2021-08-11,1.amazon_seller,0.0
2021-08-11,1.woocommerce,502.9
2021-08-12,1.amazon_seller,0.0
2021-08-12,1.woocommerce,198.12
2021-08-13,1.amazon_seller,0.0
2021-08-13,1.woocommerce,72.97
2021-08-14,1.amazon_seller,0.0
2021-08-14,1.woocommerce,157.68
2021-08-15,1.amazon_seller,0.0
2021-08-15,1.woocommerce,38.74
2021-08-16,1.amazon_seller,0.0
2021-08-16,1.woocommerce,863.05
2021-08-17,1.amazon_seller,16.39
2021-08-17,1.woocommerce,222.86
2021-08-18,1.amazon_seller,0.0
2021-08-18,1.woocommerce,104.53999999999999
2021-08-19,1.amazon_seller,0.0
2021-08-19,1.woocommerce,1012.5699999999999
2021-08-20,1.amazon_seller,0.0
2021-08-20,1.woocommerce,344.53000000000009
2021-08-21,1.woocommerce,110.94
2021-08-21,1.amazon_seller,0.0
2021-08-22,1.amazon_seller,0.0
2021-08-22,1.woocommerce,200.12
2021-08-23,1.amazon_seller,0.0
2021-08-23,1.woocommerce,838.86
2021-08-24,1.amazon_seller,0.0
2021-08-24,1.woocommerce,383.24
2021-08-25,1.amazon_seller,0.0
2021-08-25,1.woocommerce,442.47
2021-08-26,1.amazon_seller,11.95
2021-08-26,1.woocommerce,259.35
2021-08-27,1.amazon_seller,0.0
2021-08-27,1.woocommerce,708.3900000000001
2021-08-28,1.amazon_seller,34.98
2021-08-28,1.woocommerce,181.54
2021-08-29,1.amazon_seller,0.0
2021-08-29,1.woocommerce,202.21999999999997
2021-08-30,1.amazon_seller,0.0
2021-08-30,1.woocommerce,949.57999999999981
2021-08-31,1.amazon_seller,0.0
2021-08-31,1.woocommerce,591.93000000000006
2021-09-01,1.amazon_seller,0.0
2021-09-01,1.woocommerce,421.24
2021-09-02,1.amazon_seller,16.99
